path,accents,sentence
common_voice_en_37367171.mp3,United States English,The village shops and the post office all closed
common_voice_en_37478217.mp3,United States English,There are stage coach rides entertainment refreshments and historical reenactment of local history
common_voice_en_37478221.mp3,United States English,After Fosters loss the ships command fell to Austin
common_voice_en_37478230.mp3,United States English,She was named Best Setter at the conclusion of the tournament
common_voice_en_37478260.mp3,United States English,The tower has a ring of eight bells all from the Whitechapel Bell Foundry
common_voice_en_37478267.mp3,United States English,Karl is also an avid builder of fine scale models
common_voice_en_37478268.mp3,United States English,They can breathe the air drink the water and eat the fruit
common_voice_en_37478274.mp3,United States English,Messages were sent to and from across the Atlantic by enciphered teleprinter links
common_voice_en_37478312.mp3,United States English,He abstains from doing that which he falsely believes would injure him
common_voice_en_37478322.mp3,United States English,During rehearsals they usually spoke French
common_voice_en_37497305.mp3,United States English,Mining resumed a few years later and the remainder of the deposit was extracted
common_voice_en_37622579.mp3,United States English,The Castle Bromwich Hall Gardens Trust was formed to restore and maintain them
common_voice_en_37622582.mp3,United States English,The cup was administered by the New Zealand Rugby League
common_voice_en_37622591.mp3,United States English,Westgate Water Tower was constructed to provide new water supplies to the city
common_voice_en_37622593.mp3,United States English,Doctors recommend the draught as a remedy for nervous disorders
common_voice_en_37622595.mp3,United States English,It displays two inscriptions in Latin
common_voice_en_37622604.mp3,United States English,Their folk definitions are respectively where the sun rises and where it sets
common_voice_en_37622605.mp3,United States English,The definition of social progress was tied to adherence to Western sociocultural norms
common_voice_en_37622606.mp3,United States English,The Videssian emperors and their history strongly resemble the Byzantine emperors
common_voice_en_37622608.mp3,United States English,The village is just to the south of Buntingford
common_voice_en_37622630.mp3,United States English,The transcription below is given according to the Unicode tables
common_voice_en_37622631.mp3,United States English,Each category presents its own methodological problems
common_voice_en_37622633.mp3,United States English,Plan International was recognised by the United Nations Economic and Social Council
common_voice_en_37622637.mp3,United States English,It occasionally comes to light
common_voice_en_37622639.mp3,United States English,Accordingly a higherlevel parallel language is in great demand
common_voice_en_37622641.mp3,United States English,The seven justices of the Minnesota Supreme Court are elected to renewable sixyear terms
common_voice_en_37622644.mp3,United States English,The coursework for an EdS
common_voice_en_37622648.mp3,United States English,North Carolina experienced blizzard conditions
common_voice_en_37622649.mp3,United States English,He was buried at Blandford Cemetery in Petersburg
common_voice_en_37622654.mp3,United States English,In particular this was used to scare small children
common_voice_en_37622658.mp3,United States English,The Village of Springport is within the township
common_voice_en_37622660.mp3,United States English,Luminescence in solution obeys the linear SternVolmer relationship
common_voice_en_37622661.mp3,United States English,Three varieties of love unfulfilled mercenary meaningless
common_voice_en_37622664.mp3,United States English,His first season he didnt play a regular season game
common_voice_en_37622666.mp3,United States English,Early biscuits were hard dry and unsweetened
common_voice_en_37622669.mp3,United States English,The area subsequently prospered with the development of sericulture and silk spinning industries
common_voice_en_37622670.mp3,United States English,An example of the latter is the Magellanic Stream
common_voice_en_37622673.mp3,United States English,The rhetoric of the angry white man is not limited to the United States
common_voice_en_37622682.mp3,United States English,Fuller was born in Greasley Nottinghamshire
common_voice_en_37622683.mp3,United States English,Only a few of the eating clubs remained open during this time
common_voice_en_37622691.mp3,United States English,Murray signed with the division rival Philadelphia Eagles
common_voice_en_37622694.mp3,United States English,The Valkyrie was offered with a reverse gear in Japan
common_voice_en_37622695.mp3,United States English,It is found in northern and western Europe and north Africa
common_voice_en_37622722.mp3,United States English,Its coat ears and kidney functions have adapted to hightemperature lowwater desert environments
common_voice_en_37515313.mp3,Canadian English,He received general education in the Tbilisi Gymnasium
common_voice_en_37515321.mp3,Canadian English,Radiation therapy can precede or follow surgical treatment
common_voice_en_37515324.mp3,Canadian English,They were also called Shermans bow ties Shermans hairpins or Jeff Davis hairpins
common_voice_en_37515342.mp3,Canadian English,The cylinders have individual cowls which were often removed
common_voice_en_37515366.mp3,Canadian English,Gimonds students include William McVey
common_voice_en_37515379.mp3,Canadian English,This second submarine fired upon the plane
common_voice_en_37515385.mp3,Canadian English,He was replaced by North Carolina senator Nathaniel Macon
common_voice_en_37521406.mp3,Canadian English,The title song is performed by Jess Harnell and Jim Cummings
common_voice_en_37521419.mp3,Canadian English,Sara dies early and by then they also had a son Jon
common_voice_en_37521443.mp3,Canadian English,Vandalia also is home of the Vandalia Recreation Center a highly popular recreational facility
common_voice_en_37521454.mp3,Canadian English,The state of California initially sided with the opposition
common_voice_en_37521461.mp3,Canadian English,Collins was born in Los Angeles California
common_voice_en_37521471.mp3,Canadian English,The players sons future career may be swayed by befriending villagers with similar careers
common_voice_en_37521503.mp3,Canadian English,The station is owned and operated by Kevin Adell
common_voice_en_37521510.mp3,Canadian English,The Bundestag is elected using a mixed member proportional system
common_voice_en_37521530.mp3,Canadian English,Boeing and Northrop Grumman selffunded a prototype of the Advanced Super Hornet
common_voice_en_37521546.mp3,Canadian English,Less than three crater diameters to the south is the flooded walled plain Lyot
common_voice_en_37672784.mp3,Canadian English,By this point Vigo was too ill to strenuously fight the matter
common_voice_en_37679414.mp3,Canadian English,However the traditional rules of evidence reflect considerable wisdom and judicial experience
common_voice_en_37679441.mp3,Canadian English,He also played for the Houston Texans
common_voice_en_37679447.mp3,Canadian English,Jayne has a very short flashy red dress with a spade in the middle
common_voice_en_37679457.mp3,Canadian English,Hormones regulate how permeable the papillary duct is to water and electrolytes
common_voice_en_37679477.mp3,Canadian English,Simons mother appears at the end of the video
common_voice_en_37679524.mp3,Canadian English,InPensioners by contrast surrender their army pension and live within the Royal Hospital
common_voice_en_37683099.mp3,Canadian English,He is currently the chief technical officer at the Aston Martin Formula One team
common_voice_en_37683169.mp3,Canadian English,Each section is led by a Head of Section
common_voice_en_37687948.mp3,Canadian English,They also provide a free web browser plugin for the Microsoft Windows operating system
common_voice_en_37688063.mp3,Canadian English,Metro Transit provides bus service and light rail in the MinneapolisSaint Paul area
common_voice_en_37697625.mp3,Canadian English,The prime minister replaced Hughes with Work and Pensions Minister Des Browne
common_voice_en_37697692.mp3,Canadian English,This system is therefore no longer sufficient and has consequently been abandoned
common_voice_en_37697708.mp3,Canadian English,The school districts sports teams are the Blue Devils for volleyball softball and baseball
common_voice_en_37376109.mp3,England English,Access to the Project Shoal Area is unrestricted
common_voice_en_37376111.mp3,England English,Ragheb reportedly left due to her tackiness
common_voice_en_37376152.mp3,England English,Mrs Odom sent a note to Carl Lyons about the incident
common_voice_en_37376154.mp3,England English,Radosh is the son of historian Ronald Radosh
common_voice_en_37376159.mp3,England English,The herb may also have cartilage protective effects
common_voice_en_37376163.mp3,England English,Mike Rutherford referred to this album as his favourite Genesis album
common_voice_en_37376164.mp3,England English,And we think youll be pleased
common_voice_en_37376187.mp3,England English,The School is rated by Ofsted Outstanding
common_voice_en_37376189.mp3,England English,He also popularised the Crumar Performer on the early records
common_voice_en_37376190.mp3,England English,His theatrical ideology is inspired by the visions of Antonin Artaud
common_voice_en_37376191.mp3,England English,The Natural Bridge State Park is located in Honey Creek
common_voice_en_37376198.mp3,England English,A series of grand arcades connect the nave and chancel with the lateral corridor
common_voice_en_37376199.mp3,England English,The rain passes through colder air near the surface and supercools
common_voice_en_37376201.mp3,England English,This was the first Diaporama exhibition staged in Europe
common_voice_en_37376240.mp3,England English,The hotel is owned by a relative of Shishous mayor
common_voice_en_37376243.mp3,England English,Tacrine was also described as an analeptic agent used to promote mental alertness
common_voice_en_37376251.mp3,England English,New factory buildings were provided with government money
common_voice_en_37376252.mp3,England English,The Washington School was the last to remain opened
common_voice_en_37376254.mp3,England English,Several professorships there are named in his honor also
common_voice_en_37376265.mp3,England English,The second road is presented by the bassoon and the strings
common_voice_en_37376267.mp3,England English,It is the oldest surviving independent record label in Detroit
common_voice_en_37376268.mp3,England English,Common qualities include burning or coldness pins and needles sensations numbness and itching
common_voice_en_37376271.mp3,England English,His entertainment success came with only limited financial security
common_voice_en_37376280.mp3,England English,So if the song is played backwards the true message can be heard
common_voice_en_37376281.mp3,England English,This rapid rebuilding was expensive indicating that Elburg was reasonably affluent in medieval times
common_voice_en_37376282.mp3,England English,Some regionally important cities are designated as core cities
common_voice_en_37376309.mp3,England English,The park and its is almost entirely within the hamlet of Old Bethpage
common_voice_en_37376341.mp3,England English,Pullulan is mainly used by the cell to resist desiccation and predation
common_voice_en_37376343.mp3,England English,It would however have been very slow
common_voice_en_37376356.mp3,England English,Xavante has nine vowel qualities long and short
common_voice_en_37376366.mp3,England English,Video images and other nontext files are not compressed
common_voice_en_37376367.mp3,England English,Adams was raised in a small village in New York called Forestville
common_voice_en_37376369.mp3,England English,This land has since developed into the suburb of Vogeltown
common_voice_en_37376370.mp3,England English,He was succeeded by his son Domar whose reign was prosperous
common_voice_en_37376372.mp3,England English,The larger males take up higher perch positions
common_voice_en_37376374.mp3,England English,As a result they reacted by becoming fierce proponents of Orthodoxy
common_voice_en_37376376.mp3,England English,They are oblong in shape with a deltoid base
common_voice_en_37376379.mp3,England English,Sobule would later write the introduction to a book on Gentry
common_voice_en_37376380.mp3,England English,Nearly all the Sinclairs were driven into the river and drowned
common_voice_en_37376383.mp3,England English,The council is composed of seven councillors elected to represent an unsubdivided municipality
common_voice_en_37476894.mp3,Canadian English,Many plants have since closed
common_voice_en_37476896.mp3,Canadian English,He must agree to deliver large tributes of sago and other items
common_voice_en_37476899.mp3,Canadian English,Twelve hours later he retracted his retraction
common_voice_en_37476900.mp3,Canadian English,Historically sports teams and the people who play sports have been amateurs
common_voice_en_37476904.mp3,Canadian English,Where is Miss Catherine I cried hurriedly
common_voice_en_37476971.mp3,Canadian English,Dehalogenases are also able to catalyze the ringopening of the epoxide
common_voice_en_37476988.mp3,Canadian English,The stated position of the editorial page is independent liberalconservative
common_voice_en_37476989.mp3,Canadian English,Where is my queen
common_voice_en_37476990.mp3,Canadian English,The Church used to openly label such people as Fair Game
common_voice_en_37477006.mp3,Canadian English,The minister is charged with the appointment of four vice ministers
common_voice_en_37477007.mp3,Canadian English,The Planning Accreditation Board awards and certifies planning programs accreditation
common_voice_en_37477008.mp3,Canadian English,Alternatively the coat can be regularly clipped with shears
common_voice_en_37477009.mp3,Canadian English,A highlight of the carnival is a fireworks show by Grucci
common_voice_en_37477089.mp3,Canadian English,Laburnum species and hybrids are cultivated as ornamental trees for gardens and parks
common_voice_en_37477090.mp3,Canadian English,Hallam defeated Norfolk by two rouges to win the competition
common_voice_en_37477092.mp3,Canadian English,The town was practically destroyed during the fighting in the area
common_voice_en_37477117.mp3,Canadian English,This insight would hold relevance on understanding the relationship of music and memory
common_voice_en_37477118.mp3,Canadian English,The various guerrilla leaders unwisely attempted to make a stand at Lauria
common_voice_en_37477119.mp3,Canadian English,The content of this yearbook has been used for several publications in various massmedia
common_voice_en_37477157.mp3,Canadian English,Lake Rasoabe and Ranomainty were located in the province
common_voice_en_37477177.mp3,Canadian English,According to these legends the fairies live beneath mounds or barrows under the earth
common_voice_en_37477178.mp3,Canadian English,Four of the five original recreation parks are in the West Block
common_voice_en_37477180.mp3,Canadian English,It is said that there are countless beings who have attained buddhahood
common_voice_en_37477212.mp3,Canadian English,The area includes the separate unincorporated community of Country Club Estates
common_voice_en_37477214.mp3,Canadian English,Moro was Admiral of the Venetian fleet
common_voice_en_37477215.mp3,Canadian English,The state has the highest percentage of Indians when compared to other Malaysian states
common_voice_en_37477225.mp3,Canadian English,The pop album Here I Am
common_voice_en_37477227.mp3,Canadian English,Nouwen played in all matches for the Netherlands in both tournaments
common_voice_en_37477243.mp3,Canadian English,The election was held in conjunction with municipal elections across the province
common_voice_en_37477247.mp3,Canadian English,She grew up in New York City and Oslo
common_voice_en_37477279.mp3,Canadian English,Many of the items however have no effect on the gameplay
common_voice_en_37477280.mp3,Canadian English,Spafford graduated from Pomona magna cum laude and Phi Beta Kappa
common_voice_en_37477281.mp3,Canadian English,It criticized the Israeli occupation of these territories
common_voice_en_37477282.mp3,Canadian English,He worked at different times with John Gielgud Ralph Richardson and Anthony Quayle
common_voice_en_37477294.mp3,Canadian English,If one engine broke down the Terrapin tended to swing around violently
common_voice_en_37477297.mp3,Canadian English,There are varied uses of Superloy
common_voice_en_37477299.mp3,Canadian English,Jones was born in Detroit Michigan
common_voice_en_37477300.mp3,Canadian English,Ella Fitzgerald recorded the song in G Minor
common_voice_en_37477302.mp3,Canadian English,The game was designed and cowritten by Mark Sandau and Russ Stark
common_voice_en_37477305.mp3,Canadian English,The college grace is customarily said before and after dinner in the hall
common_voice_en_37477310.mp3,Canadian English,This may contribute to lowered levels of monoamines in aged brain and pineal gland
common_voice_en_37477312.mp3,Canadian English,He was subsequently allowed to stay in the country for seven days
common_voice_en_37599245.mp3,United States English,He is the Chairman of the Most Important Committee
common_voice_en_37599248.mp3,United States English,Main attractions during April include motor and horse racing events
common_voice_en_37599249.mp3,United States English,He is a member of the Songwriters Hall of Fame
common_voice_en_37599255.mp3,United States English,He was a canon and cellerer in Carlisle Cathedral
common_voice_en_37599256.mp3,United States English,An additional looper above the material can form a top cover stitch simultaneously
common_voice_en_37599257.mp3,United States English,Cosmology is the study of the origin evolution and ultimate fate of the universe
common_voice_en_37599261.mp3,United States English,Her parents were friends with the parents of contemporary mathematician Peter Lax
common_voice_en_37599262.mp3,United States English,He was also a Deputy Lieutenant of Nottinghamshire and Kent
common_voice_en_37599263.mp3,United States English,The combativity award was given to Roger Pingeon
common_voice_en_37599265.mp3,United States English,She had two killed and eight wounded
common_voice_en_37599268.mp3,United States English,Intel claims Alder Lake will have their best performance per watt
common_voice_en_37599280.mp3,United States English,He had secured agents for his acting career prior to his graduation
common_voice_en_37599281.mp3,United States English,Four years later he died in poverty at Montpellier
common_voice_en_37599282.mp3,United States English,It also represents in southern dialects
common_voice_en_37599292.mp3,United States English,Other sections were also covered by temporary dispersal hangars
common_voice_en_37599294.mp3,United States English,The little girls undertook it but they are discouraged
common_voice_en_37599297.mp3,United States English,Army Air Force National Guard and Coast Guard units also participated
common_voice_en_37599298.mp3,United States English,The subsequent furore resulted in a further repainting with restoration of the extra minute
common_voice_en_37599299.mp3,United States English,It is the sixth book in the Redwall series
common_voice_en_37599302.mp3,United States English,Axtell was a Baptist from Berkhamsted in Hertfordshire who was apprenticed as a grocer
common_voice_en_37599311.mp3,United States English,Saint Vith was mostly destroyed during the ground battle and subsequent air attack
common_voice_en_37599313.mp3,United States English,For some years Vereker was chairman of the Federation of British Audio
common_voice_en_37599317.mp3,United States English,Most other newspapers had urged their readers to vote Tory
common_voice_en_37599327.mp3,United States English,The use of slight jump cuts speeds things up nicely
common_voice_en_37599336.mp3,United States English,They were the first team to appear in a fourth Super Bowl
common_voice_en_37599337.mp3,United States English,The number of moves made is tracked as the score
common_voice_en_37599339.mp3,United States English,DeLay who was then the House Majority Leader was seen as vulnerable
common_voice_en_37599345.mp3,United States English,The building was designed by Robert Bellamy Clifton
common_voice_en_37599346.mp3,United States English,He bore their crushing attack in his body and soul
common_voice_en_37599356.mp3,United States English,David Letterman is also credited as one of the shows executive producers
common_voice_en_37599366.mp3,United States English,He also sang with Eddie Jefferson Freddie Hubbard and Kenny Dorham
common_voice_en_37599370.mp3,United States English,Historically the Vice Chairman has served two terms
common_voice_en_37599379.mp3,United States English,The Federal Bureau of Prisons United States Penitentiary Pollock is located near Pollock
common_voice_en_37599385.mp3,United States English,Bitsynchronous operation is sometimes erroneously referred to as digital synchronization
common_voice_en_37599395.mp3,United States English,Rock with You was rehearsed for the Dangerous World Tour but wasnt performed
common_voice_en_37599397.mp3,United States English,At the same time the guardian of the tomb is a priest
common_voice_en_37599398.mp3,United States English,It is a popular motorcycle and sports car destination
common_voice_en_37599399.mp3,United States English,Bruno leaves on an errand
common_voice_en_37599402.mp3,United States English,This was the first of six Olympics for speed skater Colin Coates
common_voice_en_37599403.mp3,United States English,He grew up in the southwestern Ontario village of Comber
common_voice_en_37599414.mp3,United States English,Stockholm was known in colonial times as Snufftown and was named after Stockholm Sweden
common_voice_en_37599421.mp3,United States English,Early field surveys and mapping were concentrated around capital cities and important port facilities
common_voice_en_37599422.mp3,United States English,The first comprises four tracks used in the film in certain scenes
common_voice_en_37599428.mp3,United States English,The challenges for global payments are not simply those resulting from volume increases
common_voice_en_37599440.mp3,United States English,I really liked the synth bass lines Maurice said
common_voice_en_37599454.mp3,United States English,Commercial software is available to support H controller synthesis
common_voice_en_37565635.mp3,"United States English,Filipino",SelfManagement technologies are expected to pervade the next generation of network management systems
common_voice_en_37565636.mp3,"United States English,Filipino",He was a founder of Dissent along with Irving Howe and Michael Harrington
common_voice_en_37565637.mp3,"United States English,Filipino",The principal sources for the early Sasanian period are not contemporary
common_voice_en_37565707.mp3,"United States English,Filipino",A few staging areas are of critical importance during migration
common_voice_en_37565708.mp3,"United States English,Filipino",Her husband played wheelchair basketball
common_voice_en_37565710.mp3,"United States English,Filipino",The glories and birth of our state are shadows not substantial things
common_voice_en_37597952.mp3,"United States English,Filipino",The winners and short list of recommended nominees decided by a jury
common_voice_en_37597955.mp3,"United States English,Filipino",Through strategic marriages he had many sons
common_voice_en_37597956.mp3,"United States English,Filipino",The stadium consists of a northsouth field surrounded by an eightlane track
common_voice_en_37597967.mp3,"United States English,Filipino",There are no airports in Whitemarsh Township
common_voice_en_37597968.mp3,"United States English,Filipino",This might be taken as a mythical expression for a lunar month
common_voice_en_37597969.mp3,"United States English,Filipino",For example humans are listed as Homo sapiens
common_voice_en_37597970.mp3,"United States English,Filipino",At the first stoppingplace they took the car
common_voice_en_37597987.mp3,"United States English,Filipino",The Legislature is a bicameral body consisting of the Assembly and the Senate
common_voice_en_37598007.mp3,"United States English,Filipino",The medrese is owned by the Directorate General of Foundations
common_voice_en_37598015.mp3,"United States English,Filipino",The gold medal game was a rematch against Russia
common_voice_en_37598025.mp3,"United States English,Filipino",It lacks visitor facilities with the exception of the Bicentennial National Trail
common_voice_en_37598037.mp3,"United States English,Filipino",There are many unpublished materials in this language
common_voice_en_37598038.mp3,"United States English,Filipino",Standardized testing is controversial in general and Alberta is not an exception
common_voice_en_37598041.mp3,"United States English,Filipino",It is accessible throughout the entirety of the departure and arrival areas
common_voice_en_37598065.mp3,"United States English,Filipino",It is likened to the engineroom of creation
common_voice_en_37598071.mp3,"United States English,Filipino",Harry also uses a Colt Python revolver to obtain ballistics evidence in Magnum Force
common_voice_en_37598081.mp3,"United States English,Filipino",You show no gratitude in return for all we do for you
common_voice_en_37598082.mp3,"United States English,Filipino",His wife Grace prepares his canvases and frames the work
common_voice_en_37598098.mp3,"United States English,Filipino",Shandur is often called the Roof of the World
common_voice_en_37598099.mp3,"United States English,Filipino",He had one child with Michowska Klemens Zamoyski
common_voice_en_37598106.mp3,"United States English,Filipino",They took refuge at CastelnaudeMontmiral
common_voice_en_37598109.mp3,"United States English,Filipino",Most of the key material is used to construct the ciphers Sboxes
common_voice_en_37598121.mp3,"United States English,Filipino",The child squalls and rolls over on the ashheap
common_voice_en_37598122.mp3,"United States English,Filipino",Patrol planes were numerous at night precluding recharging
common_voice_en_37598152.mp3,"United States English,Filipino",Coach Lawrence Frank commented that Carter had served the term captain very honorably
common_voice_en_37598163.mp3,"United States English,Filipino",Cedar Creek and Belle Grove National Historical Park is located in and around Strasburg
common_voice_en_37598164.mp3,"United States English,Filipino",To minimize side lobes microwave optics usually utilize elaborate lenses and feed horns
common_voice_en_37598165.mp3,"United States English,Filipino",It supported two large doorways flanked by four large Roman Doric columns
common_voice_en_37598171.mp3,"United States English,Filipino",This period is called amhukki the dark period by Koreans
common_voice_en_37598172.mp3,"United States English,Filipino",Chisti is the nearest rural locality
common_voice_en_37598174.mp3,"United States English,Filipino",These T cells appear to be driven by specific antigens to invade muscle fibers
common_voice_en_37598186.mp3,"United States English,Filipino",Jolivets aesthetic ideals underwent many changes throughout his career
common_voice_en_37598190.mp3,"United States English,Filipino",Tamm died in Moscow Soviet Union now Russia
common_voice_en_37598209.mp3,"United States English,Filipino",Shops and offices could only use electricity in the morning or afternoon
common_voice_en_37598241.mp3,"United States English,Filipino",The Metra Electric Line stops at a station in the basement of McCormick Place
common_voice_en_37598242.mp3,"United States English,Filipino",Osiris was said to have lived or reigned twentyeight years
common_voice_en_37598245.mp3,"United States English,Filipino",Signed by new manager Gianluca Vialli from Marseille Issa scored once against Portsmouth
common_voice_en_37598288.mp3,"United States English,Filipino",The wagesystem based for the most part on commissions and premium outlays
common_voice_en_37598298.mp3,"United States English,Filipino",She also called it the most human episode of the season
common_voice_en_37598300.mp3,"United States English,Filipino",He later signed as a free agent with the Seattle SuperSonics
common_voice_en_37598301.mp3,"United States English,Filipino",The Dutch Republic also found the slave trade to be very not profitable
common_voice_en_37598303.mp3,"United States English,Filipino",In Chicago Ivy Chloe and Bruce are watching with Ivy crying
common_voice_en_37598305.mp3,"United States English,Filipino",The local council meets once a month and meetings are open to all
common_voice_en_37598319.mp3,"United States English,Filipino",The Docklands historically had poor transport connections
common_voice_en_37598333.mp3,"United States English,Filipino",Due to the fact it was found in the clay soils of northern Australia
common_voice_en_37598334.mp3,"United States English,Filipino",Adjacent coast towns are Glyfada to the northwest and Vouliagmeni to the south
common_voice_en_37642520.mp3,United States English,Setting up a machine involved building a suitable network of linkages
common_voice_en_37642523.mp3,United States English,Speke did so and then charged forward with great courage shooting several attackers
common_voice_en_37642553.mp3,United States English,The Seven against Thebes have also just arrived and encounter Hypsipyle
common_voice_en_37642583.mp3,United States English,By this the teacher makes them aware of their associations to the answers
common_voice_en_37642586.mp3,United States English,The mycelium advances intracellularly through the root cortex and into the xylem
common_voice_en_37642625.mp3,United States English,From Bessemer into Birmingham the route is locally known as the Bessemer Superhighway
common_voice_en_37642626.mp3,United States English,Adorf is located in the Elstergebirge a low mountain range part of the Erzgebirge
common_voice_en_37642630.mp3,United States English,The river usually freezes in early October and stays frozen until late May
common_voice_en_37642685.mp3,United States English,Besides touring he also recorded various studio songs
common_voice_en_37643077.mp3,United States English,Its just that they should be so much better
common_voice_en_37643096.mp3,United States English,It is now a dedicated abseiling location and is often designated as Boya Quarry
common_voice_en_37643097.mp3,United States English,Large villages in the district include Saint Osyth and Great Bentley
common_voice_en_37643098.mp3,United States English,The station is open to visitors during the summer months
common_voice_en_37643099.mp3,United States English,He lived a simple life and avoided regal show and ostentation
common_voice_en_37643116.mp3,United States English,Local singer and entertainer Mary Davies played Carmen the Nurse
common_voice_en_37643117.mp3,United States English,San Francisco Police Sergeant Lindsay Boxer is the main character of this book
common_voice_en_37643119.mp3,United States English,Roland Freisler died five months afterwards during an Allied bombing raid
common_voice_en_37643138.mp3,United States English,Smiths usual mode of progression was a dignified walk
common_voice_en_37643154.mp3,United States English,It is usually cooler than Manhattan at night and in the early morning
common_voice_en_37643165.mp3,United States English,Dictaphone bought Dual Display Word Processor a competitor to Wang Laboratories the industry leader
common_voice_en_37643169.mp3,United States English,However United States defense spending is slightly declining
common_voice_en_37643176.mp3,United States English,She also taught the pianist Raymond Lewenthal
common_voice_en_37643177.mp3,United States English,He had a steam engine to provide backup power
common_voice_en_37643178.mp3,United States English,Peak hour buses connect industrial zones with surrounding municipalities
common_voice_en_37643199.mp3,United States English,She fought to protect the traditional Oglala Lakota way of life
common_voice_en_37643201.mp3,United States English,Lewis Lunsford baptised Carter in Totuskey Creek
common_voice_en_37643212.mp3,United States English,Steroid Maximus contains elements of jazz big band avantgarde soundtrack and exotica styles
common_voice_en_37643220.mp3,United States English,The shortage of water prompted them to relocate to Al Baha in Arabia
common_voice_en_37643221.mp3,United States English,Pyramid Head appears in the Surprise
common_voice_en_37643223.mp3,United States English,The convertible also features popup rollover hoops
common_voice_en_37643234.mp3,United States English,The award was presented to him by Paul Martin
common_voice_en_37643238.mp3,United States English,Then the creek flows through Mohelnice
common_voice_en_37643249.mp3,United States English,A print of High Pockets survives at the Museum of Modern Art
common_voice_en_37643251.mp3,United States English,Donegal School District currently houses four schools
common_voice_en_37643252.mp3,United States English,It also lies in an area known as the University Belt
common_voice_en_37643260.mp3,United States English,Wickles Pickles is based in Dadeville
common_voice_en_37643262.mp3,United States English,At Saint Brendans he came in contact with Doctor Robert Collis a noted author
common_voice_en_37643264.mp3,United States English,The amendment enacted a merit system for the hiring of city employees
common_voice_en_37645365.mp3,United States English,He is the younger brother of actor Colin Firth and voice coach Kate Firth
common_voice_en_37645366.mp3,United States English,Fong also appeared in drama and comedy films
common_voice_en_37646922.mp3,United States English,Giovannini graduated in Economics from the University of Bologna
common_voice_en_37646930.mp3,United States English,Kroll would surprise his victims and strangle them quickly
common_voice_en_37646933.mp3,United States English,The album was a success being well received by critics
common_voice_en_37646935.mp3,United States English,It is under Kolkata Municipal Corporation and under Kolkata Police Jurisdiction
common_voice_en_37646937.mp3,United States English,A bishops may have green and gold cords with violet lining
common_voice_en_37646944.mp3,United States English,The Nordion corporate headquarters are located in Ottawa Ontario Canada
common_voice_en_37646946.mp3,United States English,McMahon attended college at Rutgers University
common_voice_en_37646947.mp3,United States English,See historical notes
common_voice_en_37646949.mp3,United States English,The trial was not made public
common_voice_en_37646950.mp3,United States English,Similar terms are Terran and Gaian
common_voice_en_37646953.mp3,United States English,All members of the Cabinet are members of the Executive Council
common_voice_en_37646955.mp3,United States English,It was dedicated to Pascale Ogier and Enzo Ungari
common_voice_en_37646957.mp3,United States English,His behaviour was attentive and kind to the utmost
common_voice_en_37646960.mp3,United States English,At stations the tunnel diameter would be or depending on layout
common_voice_en_37646964.mp3,United States English,The comparator warns of excessive differences between the Captain and First Officer displays
common_voice_en_37531181.mp3,United States English,The station remained offair for the duration of the conflict
common_voice_en_37531184.mp3,United States English,Reviews of FullWrite were generally positive and it reviewed well on feature comparisons
common_voice_en_37531185.mp3,United States English,Dustie Waring and Blake Richardson are also members of Between the Buried and Me
common_voice_en_37531234.mp3,United States English,The parks large mammals suffered huge losses
common_voice_en_37531244.mp3,United States English,Center Moriches is in the town of Brookhaven
common_voice_en_37531268.mp3,United States English,Hugo never provides his given name but says Gavroche has chosen his own name
common_voice_en_37531296.mp3,United States English,Some revolutionaries remained in the Philippines and continued the revolution
common_voice_en_37531298.mp3,United States English,This demonstration was also held without police permission
common_voice_en_37531302.mp3,United States English,It continued to publish until the end of the Second World War
common_voice_en_37531317.mp3,United States English,He had forgotten his birthday himself
common_voice_en_37531318.mp3,United States English,Since they are anything but trivial and obvious value must be indefinable
common_voice_en_37531320.mp3,United States English,Miller is married to Dallas attorney and former Texas State Representative Steven D Wolens
common_voice_en_37531336.mp3,United States English,Farrs autobiography is titled Just Farr Fun
common_voice_en_37531375.mp3,United States English,Most diversions would occur during the peak snow melt runoff in May and June
common_voice_en_37531411.mp3,United States English,The name is said to be derived from the Latin pedester on foot
common_voice_en_37531422.mp3,United States English,It was made in the church using ship masts
common_voice_en_37531434.mp3,United States English,At the county level Centre County Pennsylvanias county seat is in Bellefonte Pennsylvania
common_voice_en_37531436.mp3,United States English,They wished to wait to see if property prices recovered before trying to sell
common_voice_en_37531471.mp3,United States English,The treatment consists of insulin and gradual rehydration with intravenous fluids
common_voice_en_37531485.mp3,United States English,The English digraph is read as t
common_voice_en_37531487.mp3,United States English,After his fathers sudden death Ranuccio succeeded as duke
common_voice_en_37531489.mp3,United States English,For further discussion see figurae
common_voice_en_37531497.mp3,United States English,Terreri and his wife Jennifer have two children Celia Rose and Jillian Jayne
common_voice_en_37531498.mp3,United States English,His most regular public forum is on Celebration the Daystar flagship program
common_voice_en_37531499.mp3,United States English,The Trident Business and Technology Centre in Warwick is a relatively new building
common_voice_en_37531508.mp3,United States English,All Tundra engines and transmissions are built in the United States
common_voice_en_37531512.mp3,United States English,Born in Munich in Bavaria Boehm learned his fathers trade of goldsmithing
common_voice_en_37531595.mp3,United States English,It is the only factory of Hindustan Unilever in Madhya Pradesh
common_voice_en_37531611.mp3,United States English,Federal Correctional Institution Estill is located near the town
